,number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
707,708,"[[1.34825082 1.98793019]
 [1.86484857 0.57249683]
 [1.29115145 1.2519845 ]
 [0.29190093 0.83087166]]",2.0,4868,17.0
708,709,"[[1.62525664 1.06626021]
 [0.24310227 0.5020315 ]
 [1.89444247 1.38326183]
 [1.47104026 1.32673851]]",2.0,4881,26.0
709,710,"[[1.79027039 1.49643458]
 [0.06514211 0.14214933]
 [0.32806098 1.29649946]
 [0.92243377 0.52497123]]",2.0,4889,34.0
710,711,"[[0.27162391 1.78281736]
 [0.15275232 0.75770862]
 [0.28613335 0.13738423]
 [1.8428183  0.21362565]]",2.0,4890,9.0
711,712,"[[0.8477126  1.22551697]
 [2.00232819 0.41212427]
 [1.55889749 1.88337347]
 [0.0290551  0.54967972]]",2.0,4891,23.0
712,713,"[[1.31311298 1.3096169 ]
 [0.67392259 1.59560871]
 [0.52208129 1.68376778]
 [0.78820121 2.01830777]]",2.0,4892,24.0
713,714,"[[0.81533419 1.69722591]
 [1.17426518 0.22265324]
 [0.47386212 1.12224799]
 [0.08708402 0.63337416]]",2.0,4893,35.0
714,715,"[[1.77335754 0.30039517]
 [0.18380841 1.35025536]
 [1.47317513 1.23140777]
 [0.04086208 1.53456999]]",2.0,4894,40.0
715,716,"[[1.72557106 1.94753091]
 [0.29069817 1.29132157]
 [1.74251422 0.8005499 ]
 [1.68356714 1.66004687]]",2.0,5028,137.0
716,717,"[[0.64685965 1.92624283]
 [1.18325168 1.899405  ]
 [0.63918565 1.99049526]
 [0.35109435 0.82582018]]",2.0,5037,9.0
717,718,"[[0.22055438 0.71138693]
 [0.86289267 0.78135775]
 [0.66834954 0.67923309]
 [0.78457244 1.90788182]]",2.0,5040,150.0
718,719,"[[1.56653648 1.2411003 ]
 [0.12483982 1.42167884]
 [0.5848101  0.29392914]
 [1.50867666 1.68452689]]",2.0,5040,151.0
719,720,"[[1.44932911 0.24556585]
 [1.85431203 0.98008733]
 [0.28849293 0.69972147]
 [0.23392789 1.42631349]]",2.0,5041,148.0
720,721,"[[1.79776258 1.31934365]
 [1.89360748 1.05773389]
 [1.04827914 0.42599802]
 [1.47015332 0.41977439]]",2.0,5042,150.0
721,722,"[[1.48739116 0.46745211]
 [0.2365396  0.40065014]
 [1.53820148 0.83443784]
 [1.86286758 0.572201  ]]",2.0,5042,148.0
722,723,"[[1.36248175 1.67184361]
 [1.48843217 1.9655083 ]
 [0.55521018 1.37395309]
 [1.52117952 1.60337214]]",2.0,5049,12.0
723,724,"[[2.01970747 0.68082986]
 [0.43429045 0.32351588]
 [0.47281092 1.11738515]
 [0.78651868 1.19671389]]",2.0,5050,10.0
724,725,"[[0.8863915  0.04369094]
 [1.66467395 0.68291437]
 [0.27779432 1.87464314]
 [0.63582734 0.39290202]]",2.0,5050,8.0
725,726,"[[1.52300938 1.02904875]
 [1.03943757 1.10135324]
 [1.76222159 0.16751317]
 [1.59722734 1.04313552]]",2.0,5051,11.0
726,727,"[[1.77344062 1.43130356]
 [0.60930183 1.87451645]
 [0.28549452 1.56632168]
 [0.18186154 1.21089854]]",2.0,5051,9.0
727,728,"[[1.94067791 0.23859998]
 [1.57967517 0.70995905]
 [0.99866534 1.87625944]
 [1.94881011 0.94805702]]",2.0,5052,11.0
728,729,"[[0.60278288 0.80035857]
 [1.62552628 1.25678263]
 [1.95035694 1.23054234]
 [0.09747449 1.39750023]]",2.0,5061,11.0
729,730,"[[0.34579594 1.68949715]
 [0.69416633 0.80190677]
 [0.09712582 0.74870417]
 [1.08304244 0.42233839]]",2.0,5061,12.0
730,731,"[[1.50766169 1.06892543]
 [0.12744488 0.19243234]
 [1.82315041 1.37212403]
 [0.52671026 1.48977332]]",2.0,5061,10.0
731,732,"[[0.4043419  1.8595316 ]
 [0.15817824 0.75752749]
 [0.11461059 0.60585743]
 [1.34472283 0.08414679]]",2.0,5061,10.0
732,733,"[[0.83393248 1.95982568]
 [0.06995324 0.34930748]
 [1.04696219 1.60999086]
 [1.15930547 0.70367839]]",2.0,5061,11.0
733,734,"[[1.02194507 0.31041741]
 [1.61757029 1.3525934 ]
 [0.68362738 1.49084075]
 [0.67215326 0.1724611 ]]",2.0,5062,10.0
734,735,"[[0.6388028  2.01291018]
 [1.98236807 0.93162494]
 [0.63590379 0.3311348 ]
 [0.93747286 1.80821573]]",2.0,5070,9.0
735,736,"[[1.95840355 1.06057931]
 [1.74495746 0.67390741]
 [1.84676971 1.29543514]
 [0.66973615 1.9548436 ]]",2.0,5070,9.0
736,737,"[[0.80915957 0.67233826]
 [1.32511827 1.31958593]
 [0.07646099 1.41137823]
 [1.84132529 1.27825116]]",2.0,5070,9.0
737,738,"[[0.14842363 1.88773292]
 [0.04316165 0.16126093]
 [1.59893225 1.53438991]
 [0.51229305 0.16459034]]",2.0,5071,10.0
738,739,"[[1.38530101 0.26124046]
 [0.09767788 2.05100582]
 [0.16076848 0.48771334]
 [0.87520773 0.67117342]]",2.0,5071,10.0
739,740,"[[1.18350003 0.41514452]
 [1.32573239 0.74399659]
 [0.99825981 0.70877731]
 [1.40154255 0.14811477]]",2.0,5071,9.0
740,741,"[[0.75024815 1.1433808 ]
 [0.77011931 1.86824543]
 [0.67791761 1.11417302]
 [0.50104467 0.62589888]]",2.0,5080,10.0
741,742,"[[0.60293263 0.07718356]
 [0.98232522 1.32533452]
 [1.00100932 1.70455429]
 [1.10815204 0.8043867 ]]",2.0,5080,10.0
742,743,"[[1.56176818 0.19230624]
 [1.20827987 0.71536123]
 [1.48846324 2.0483591 ]
 [1.86209807 0.93742757]]",2.0,5080,10.0
743,744,"[[0.69433275 1.00633184]
 [0.66871125 1.70892507]
 [1.54481201 0.44321542]
 [1.09171011 0.85543253]]",2.0,5080,9.0
744,745,"[[1.95156182 1.03353255]
 [0.40266963 0.79624506]
 [1.48933226 0.14948017]
 [0.93265459 2.0268285 ]]",2.0,5080,9.0
745,746,"[[0.9825275  0.08224548]
 [0.46649881 0.6768377 ]
 [0.09264715 1.48582471]
 [0.51585735 0.96487258]]",2.0,5081,10.0
746,747,"[[1.90494849 1.49534541]
 [0.61002639 1.91970292]
 [0.45211596 0.8332513 ]
 [1.71712382 1.75978696]]",2.0,5194,114.0
747,748,"[[0.346667   1.13561415]
 [1.51267909 0.80375253]
 [0.68076766 1.15906276]
 [0.56013594 1.28683177]]",2.0,5195,115.0
748,749,"[[0.74895824 1.42652518]
 [0.79844378 0.99018911]
 [0.82900247 0.88705842]
 [1.13064523 0.83160824]]",2.0,5260,66.0
749,750,"[[1.79396166 0.4625083 ]
 [1.28895298 0.1600408 ]
 [1.0124344  0.0919914 ]
 [0.14583808 1.98395774]]",2.0,5271,11.0
750,751,"[[0.91380168 1.9200558 ]
 [1.3440585  2.0405852 ]
 [1.8415531  1.62852943]
 [1.61357122 1.49248378]]",2.0,5272,192.0
751,752,"[[1.96645517 0.95353412]
 [0.86923031 1.97337383]
 [0.66837381 1.50467995]
 [0.7230016  2.05967277]]",2.0,5272,192.0
752,753,"[[0.92282169 1.99064586]
 [1.18612283 1.69239921]
 [1.65154995 0.39600038]
 [1.49137703 1.62854573]]",2.0,5273,192.0
753,754,"[[1.70100445 0.3471375 ]
 [0.34262729 0.97543936]
 [2.04169675 0.11582597]
 [1.9582544  1.81612207]]",2.0,5274,194.0
754,755,"[[0.84448054 1.75941578]
 [0.27547968 0.27654954]
 [0.0636383  1.25788752]
 [1.14854152 0.21860622]]",2.0,5276,81.0
755,756,"[[1.5066579  0.53661283]
 [0.38321211 0.59047596]
 [0.95127343 0.54486431]
 [0.33660758 1.60553742]]",2.0,5282,10.0
756,757,"[[1.33472953 0.23102627]
 [0.26426805 0.62577668]
 [1.92080185 0.96252032]
 [1.71369608 0.44564077]]",2.0,5282,10.0
757,758,"[[1.25896779 1.8094028 ]
 [0.27204333 1.37787949]
 [1.82347757 1.27008319]
 [1.75333086 1.12013333]]",2.0,5282,11.0
758,759,"[[0.87372788 0.89195028]
 [1.34294468 0.89087345]
 [1.32730995 0.12518958]
 [0.60979878 1.1099206 ]]",2.0,5283,10.0
759,760,"[[1.83540567 1.20480073]
 [1.26446863 0.19583142]
 [1.56301833 1.38044392]
 [0.12287324 1.52582005]]",2.0,5284,10.0
760,761,"[[1.86018656 1.9570898 ]
 [0.91159435 0.43707755]
 [0.20291226 0.45593069]
 [2.01726424 0.83283014]]",2.0,5288,12.0
761,762,"[[0.96061295 1.37886221]
 [0.18760576 0.40193914]
 [1.95500292 0.85101114]
 [0.13336737 1.55141733]]",2.0,5296,14.0
762,763,"[[1.29273684 1.03321785]
 [1.46158482 0.31081687]
 [1.3639832  1.08325624]
 [1.2933626  1.08585643]]",2.0,5297,14.0
763,764,"[[0.65085784 1.40043471]
 [0.84559203 1.48571542]
 [1.36228538 0.69047389]
 [0.33966065 0.7308165 ]]",2.0,5297,15.0
764,765,"[[0.6099078  1.79950909]
 [0.51988313 1.61541837]
 [0.13434539 1.93570979]
 [1.28663879 1.13905963]]",2.0,5297,9.0
765,766,"[[0.48043322 0.40834432]
 [0.47231404 1.21734715]
 [1.5537166  1.62035685]
 [0.35275681 0.12946806]]",2.0,5297,13.0
766,767,"[[0.2639322  0.09450463]
 [0.79787422 1.7246823 ]
 [0.48571828 1.48150591]
 [1.46991705 0.80678505]]",2.0,5297,15.0
767,768,"[[0.62036524 0.94657893]
 [1.2370447  0.79251917]
 [1.53472524 0.07244454]
 [1.18319756 0.54023484]]",2.0,5305,8.0
768,769,"[[1.68957985 0.60247072]
 [1.19182546 1.20442778]
 [1.38819265 1.60840155]
 [1.70304144 0.16238396]]",2.0,5306,9.0
769,770,"[[0.11612241 0.22979215]
 [1.86659115 2.01099532]
 [0.95772277 1.52183001]
 [0.98244746 0.35636996]]",2.0,5306,10.0
770,771,"[[0.58512113 0.44366716]
 [1.89424892 1.74791164]
 [1.54086157 1.6993209 ]
 [1.74193805 1.37247426]]",2.0,5306,9.0
771,772,"[[1.35717234 0.99151324]
 [0.38755701 1.88886008]
 [0.43047699 1.18630979]
 [0.45837022 0.37268278]]",2.0,5307,10.0
772,773,"[[1.70637709 1.01968157]
 [1.38553163 0.84031318]
 [1.21574836 1.09492777]
 [0.95769041 1.98888651]]",2.0,5307,10.0
773,774,"[[0.51952099 1.58738975]
 [0.29365903 0.11774058]
 [1.76813813 1.77845025]
 [1.55034083 0.96191485]]",2.0,5353,47.0
774,775,"[[1.95940403 0.73766867]
 [0.12405038 0.58864316]
 [1.53134105 1.94397552]
 [0.88051549 0.40325816]]",2.0,5361,54.0
775,776,"[[0.22032495 1.39302934]
 [0.08084668 1.63478535]
 [0.17910798 0.75093049]
 [0.63443212 0.58508188]]",2.0,5362,57.0
776,777,"[[1.802808   1.10891483]
 [0.73549385 1.01559587]
 [0.886165   1.16404131]
 [1.24688983 1.88807588]]",2.0,5362,9.0
777,778,"[[1.55406692 1.66058532]
 [1.56954594 0.35310715]
 [1.37520138 1.97210921]
 [0.14477022 1.56966368]]",2.0,5362,56.0
778,779,"[[1.17525478 1.19880856]
 [0.91995855 1.76906189]
 [0.21413936 1.95717474]
 [1.40846372 1.22551326]]",2.0,5362,56.0
779,780,"[[1.38963708 1.17690584]
 [1.30867285 0.33491907]
 [1.80561084 1.93296178]
 [1.43461949 0.14245936]]",2.0,5362,55.0
780,781,"[[2.02420347 1.08467983]
 [1.13466308 0.90596011]
 [1.69406137 1.05857104]
 [0.41635256 1.99137366]]",2.0,5370,8.0
781,782,"[[0.1872955  1.84580079]
 [1.11229813 1.02434853]
 [1.44334827 2.03660225]
 [1.81054259 0.76614652]]",2.0,5371,9.0
782,783,"[[1.8278882  0.24910367]
 [1.23204932 0.7109901 ]
 [0.80217839 0.87108164]
 [0.72480334 1.01598827]]",2.0,5371,10.0
783,784,"[[0.17040248 0.927181  ]
 [0.35631862 1.34287526]
 [0.8384351  1.07784518]
 [1.88960237 1.65325213]]",2.0,5372,10.0
784,785,"[[0.28079897 1.66371621]
 [0.45906127 1.90196797]
 [0.42176671 1.63358152]
 [1.51876645 0.11727682]]",2.0,5372,10.0
785,786,"[[0.91615175 0.71087319]
 [0.70493464 0.23969589]
 [0.5073247  0.79237403]
 [1.89692096 0.16942788]]",2.0,5373,11.0
786,787,"[[0.46296733 1.08147693]
 [0.86344085 1.97420433]
 [1.88006737 1.75061656]
 [0.92092337 1.81522671]]",2.0,5379,8.0
787,788,"[[1.86515385 1.09943138]
 [1.26749599 0.0720355 ]
 [0.71494654 0.59066507]
 [0.28708063 1.51543398]]",2.0,5381,9.0
788,789,"[[0.87085571 0.62633096]
 [0.26450206 1.23718444]
 [1.01755841 0.6266945 ]
 [0.69184018 0.95812704]]",2.0,5381,10.0
789,790,"[[1.12926111 0.56783745]
 [1.08857931 0.61757009]
 [0.10471439 1.68858228]
 [0.3437541  0.691013  ]]",2.0,5381,9.0
790,791,"[[1.36478969 2.02077067]
 [0.91429737 0.64293239]
 [1.5165478  2.0213261 ]
 [0.71281294 1.06088102]]",2.0,5384,14.0
791,792,"[[0.10007269 1.77742041]
 [1.9828611  1.15717122]
 [2.04340177 0.92097272]
 [0.76742082 0.54526385]]",2.0,5386,13.0
792,793,"[[1.67823851 0.92775368]
 [1.19471043 1.48827515]
 [1.87169965 0.77373651]
 [1.4148309  0.1345324 ]]",2.0,5404,23.0
793,794,"[[1.88760538 0.08752797]
 [1.59133486 0.87852967]
 [0.39372929 1.96396908]
 [1.84528683 0.53304997]]",2.0,5405,24.0
794,795,"[[0.57017442 0.26542101]
 [1.54248161 1.04641715]
 [1.01257458 1.56311535]
 [1.03035209 1.03014527]]",2.0,5405,26.0
795,796,"[[1.13629646 1.52648388]
 [0.78579901 0.13232936]
 [0.7163471  1.01487392]
 [0.73205201 1.1241143 ]]",2.0,5406,20.0
796,797,"[[0.99978082 1.11201449]
 [1.27011232 0.20705373]
 [0.55636138 1.61740685]
 [0.78155975 1.82010984]]",2.0,5408,27.0
797,798,"[[1.1835172  1.60762987]
 [1.108999   1.38578004]
 [0.82015961 0.9360594 ]
 [0.60539076 0.37888174]]",2.0,5414,30.0
798,799,"[[1.37305382 1.61078253]
 [0.07557317 1.34241641]
 [1.771096   0.11010545]
 [1.35487417 1.82412685]]",2.0,5422,18.0
799,800,"[[1.63131574 0.18132932]
 [0.11597516 1.86811684]
 [1.22912917 2.04918112]
 [1.03695856 1.65363525]]",2.0,5423,9.0
800,801,"[[0.18816771 1.66113806]
 [1.18388295 1.89658559]
 [0.46948154 1.89607229]
 [0.29529433 1.49374493]]",2.0,5423,18.0
801,802,"[[0.81100724 0.89757465]
 [1.46392125 0.67611908]
 [0.42352545 0.79011101]
 [1.74010346 1.74185878]]",2.0,5423,18.0
802,803,"[[0.55472418 0.7654705 ]
 [1.21455119 1.60673858]
 [0.86009311 0.63814113]
 [1.41332808 0.37107368]]",2.0,5423,17.0
803,804,"[[0.98615827 0.65083201]
 [0.26071211 1.57445737]
 [1.1981227  0.4241939 ]
 [0.17928154 0.77178246]]",2.0,5423,15.0
804,805,"[[1.19832997 0.32079941]
 [0.10381048 1.28963054]
 [1.17387672 0.83944289]
 [0.34029134 1.41310418]]",2.0,5430,8.0
805,806,"[[0.57943772 1.90990971]
 [1.904516   0.96843374]
 [0.63943697 1.4615278 ]
 [0.16385426 1.14869226]]",2.0,5431,8.0
806,807,"[[1.01916219 0.2823124 ]
 [0.30928457 1.05105587]
 [0.42656766 1.39923927]
 [1.05116741 1.39367963]]",2.0,5431,8.0
807,808,"[[0.79272973 0.54871383]
 [1.74489926 0.48863983]
 [1.91687577 0.13347978]
 [0.03953485 0.89340545]]",2.0,5432,9.0
808,809,"[[0.68570081 1.47986182]
 [0.56505374 1.63986333]
 [0.67390187 1.56575195]
 [0.26199097 0.90950986]]",2.0,5433,10.0
809,810,"[[0.3348599  1.17057051]
 [0.8235464  1.62619413]
 [1.95428423 1.69940786]
 [0.96769747 0.94112287]]",2.0,5434,11.0
810,811,"[[0.35410858 0.64728537]
 [1.78960436 0.42840522]
 [1.03668676 1.08229878]
 [1.13817577 0.31266877]]",2.0,5442,12.0
811,812,"[[1.05981008 0.82431709]
 [0.88608351 0.83380576]
 [1.65952189 0.90023987]
 [1.75902869 2.0577754 ]]",2.0,5442,10.0
812,813,"[[1.91997833 1.41223242]
 [1.73203474 0.91248131]
 [0.80165875 0.81605349]
 [1.62920547 1.42654023]]",2.0,5443,12.0
813,814,"[[1.41112833 0.5763622 ]
 [1.895946   0.94528682]
 [1.25625308 0.57493269]
 [0.9618713  0.81965519]]",2.0,5443,12.0
814,815,"[[0.47953901 1.41978685]
 [1.8837072  0.26512194]
 [1.83509387 0.90980443]
 [1.49768944 0.19097738]]",2.0,5443,10.0
815,816,"[[1.59481833 1.46156063]
 [0.83202351 1.1176137 ]
 [1.59986733 1.03697204]
 [0.61644456 1.14848804]]",2.0,5445,11.0
816,817,"[[1.84565625 0.40674573]
 [0.28512736 0.35963073]
 [1.82464842 0.821862  ]
 [1.06797807 0.17792776]]",2.0,5505,63.0
817,818,"[[1.77671005 1.83336522]
 [1.35720804 1.49165374]
 [1.05180118 1.79395659]
 [1.75837488 0.3660139 ]]",2.0,5510,67.0
818,819,"[[0.13761438 0.53155458]
 [1.55965654 1.48422485]
 [0.71202215 1.05714791]
 [1.96347728 0.76472845]]",2.0,5514,9.0
819,820,"[[0.8061803  1.48861448]
 [1.13291356 1.33015109]
 [0.49936753 0.92939172]
 [1.92291911 0.24223025]]",2.0,5515,72.0
820,821,"[[0.29785747 0.75041006]
 [0.38367714 0.80220294]
 [0.67427091 0.17429514]
 [1.86719365 0.73424459]]",2.0,5517,72.0
821,822,"[[1.71818538 0.55173075]
 [0.5881972  0.72352467]
 [0.24495577 2.04382329]
 [1.15548494 1.84094723]]",2.0,5519,76.0
822,823,"[[0.58172912 0.54129335]
 [1.76774023 0.79673081]
 [1.89287803 1.98939486]
 [1.5892145  1.81325403]]",2.0,5519,9.0
823,824,"[[1.09271473 1.00361575]
 [1.63114894 2.05109255]
 [1.65903172 1.64928503]
 [1.56862443 1.7641712 ]]",2.0,5521,79.0
824,825,"[[1.66805697 0.51798745]
 [1.67345027 1.78863466]
 [1.30861331 0.221077  ]
 [1.55834744 1.41069817]]",2.0,5523,9.0
825,826,"[[0.24715764 1.83909182]
 [1.71132194 0.389233  ]
 [0.9067037  0.65027981]
 [1.42330926 0.49824408]]",2.0,5527,12.0
826,827,"[[0.90434385 1.88537858]
 [0.18371657 1.44833717]
 [0.52667588 0.80558403]
 [0.50018242 1.61531259]]",2.0,5529,10.0
827,828,"[[0.91773921 1.11037012]
 [0.93290315 1.99506574]
 [0.40004694 0.23280194]
 [1.56317556 1.13920728]]",2.0,5531,12.0
828,829,"[[0.3914693  0.44016866]
 [0.8032269  1.21683354]
 [1.03631721 1.46627689]
 [1.38721902 0.69651221]]",2.0,5531,14.0
829,830,"[[1.72024249 1.3943006 ]
 [0.67894708 0.20557462]
 [0.60020009 0.89551418]
 [0.8311087  1.57450954]]",2.0,5531,10.0
830,831,"[[1.69145654 1.38094582]
 [0.42550392 0.97161521]
 [0.09564609 0.40860929]
 [1.07432034 1.78920391]]",2.0,5571,44.0
831,832,"[[0.33046184 2.01847678]
 [0.13689833 0.55004114]
 [1.48329888 0.97105708]
 [1.67443635 1.62267851]]",2.0,5793,262.0
832,833,"[[1.21108219 0.82225197]
 [0.91913342 1.48419409]
 [1.53471928 0.8898427 ]
 [1.41982257 0.30903321]]",2.0,5802,9.0
833,834,"[[1.77011452 1.53751648]
 [0.27673649 0.24218445]
 [0.20850846 1.01100696]
 [0.91102364 0.81595664]]",2.0,5802,271.0
834,835,"[[0.73351343 0.1660707 ]
 [0.26206522 1.53524782]
 [1.25925463 2.06190239]
 [0.25765174 1.49728487]]",2.0,5803,272.0
835,836,"[[0.70019478 1.60784753]
 [1.35535687 0.30922357]
 [0.66736768 0.84982802]
 [0.09356273 2.03295442]]",2.0,5803,232.0
836,837,"[[0.65978419 1.99960345]
 [1.7282235  0.8806512 ]
 [1.37942152 1.9512302 ]
 [1.317166   0.09584718]]",2.0,5803,280.0
837,838,"[[0.38064232 0.65392274]
 [0.17763331 1.82906463]
 [1.47325357 1.40023886]
 [0.44756327 1.13856719]]",2.0,5804,275.0
838,839,"[[0.48245132 1.3452512 ]
 [0.48091934 1.73856929]
 [0.56366553 1.66478165]
 [1.2049963  1.37046269]]",2.0,5811,8.0
839,840,"[[0.6302886  0.41417578]
 [0.15634333 2.05511201]
 [1.26119352 1.35635504]
 [0.86618274 0.58424381]]",2.0,5812,10.0
840,841,"[[1.3287645  1.94686367]
 [0.91605062 1.01520891]
 [0.27545349 1.51497442]
 [1.98050103 1.35794277]]",2.0,5812,10.0
841,842,"[[0.26158077 1.22695578]
 [0.02790656 1.99440073]
 [0.76258285 1.39173278]
 [1.30859508 0.43389948]]",2.0,5813,9.0
842,843,"[[0.90632382 0.39574049]
 [0.09756288 0.31629762]
 [0.46841603 1.0396364 ]
 [1.82112415 1.29083815]]",2.0,5813,10.0
843,844,"[[1.60335514 0.31252427]
 [0.25800622 0.23079769]
 [1.69062814 1.18685852]
 [1.53246912 1.43388659]]",2.0,5814,11.0
844,845,"[[0.6800893  0.6117352 ]
 [1.27363636 1.32449013]
 [1.03573314 1.29140051]
 [0.8736362  1.48696118]]",2.0,5820,9.0
845,846,"[[0.2634403  1.69368958]
 [0.65899048 0.71346807]
 [1.06103494 0.97278537]
 [1.00918523 1.2999499 ]]",2.0,5821,9.0
846,847,"[[0.14537502 0.17842709]
 [0.5684531  1.68956626]
 [1.65286928 1.26152666]
 [0.08842334 1.04657031]]",2.0,5822,10.0
847,848,"[[1.51526217 1.39865656]
 [1.85205766 1.23698486]
 [1.83546707 0.3667687 ]
 [1.50466948 1.56474923]]",2.0,5822,8.0
848,849,"[[1.84591982 0.13356067]
 [1.60693693 0.42117217]
 [1.06178873 0.65719881]
 [2.00487153 1.36387799]]",2.0,5822,9.0
849,850,"[[0.8071202  1.70225553]
 [1.36143687 1.63605507]
 [1.49338203 1.91932746]
 [0.97730642 0.13073757]]",2.0,5828,15.0
850,851,"[[1.78154713 0.51737491]
 [0.77686567 1.77523318]
 [0.6859307  0.7452946 ]
 [0.07600794 1.77901996]]",2.0,5833,12.0
851,852,"[[1.25468957 1.79809761]
 [0.35332417 0.70777848]
 [0.79599901 1.52085919]
 [1.33239592 0.41942968]]",2.0,5833,13.0
852,853,"[[1.73377874 0.8258665 ]
 [0.27587503 0.53664125]
 [0.99409656 0.72711114]
 [1.72939716 1.99442414]]",2.0,5834,12.0
853,854,"[[1.56758028 0.49577009]
 [1.44738116 1.88767611]
 [0.61600784 1.24585097]
 [0.50723679 0.99754413]]",2.0,5835,13.0
854,855,"[[0.12401083 0.67268768]
 [0.10176119 0.32034332]
 [0.6466402  1.00760978]
 [1.91924015 1.27250075]]",2.0,5837,9.0
855,856,"[[1.65620237 1.83023014]
 [1.85094597 1.13983784]
 [2.03435631 1.38660308]
 [1.0687159  0.99717741]]",2.0,5838,16.0
856,857,"[[0.93494017 0.51962634]
 [1.62553534 1.94946679]
 [1.97204679 2.05845791]
 [0.07713883 0.75948612]]",2.0,5859,24.0
857,858,"[[1.7694906  1.22556413]
 [0.33073528 0.71181088]
 [2.04142845 1.14073731]
 [1.27720478 0.75177854]]",2.0,5861,24.0
858,859,"[[1.88487882 0.38090254]
 [0.2425826  1.2501781 ]
 [1.73863986 0.77997345]
 [0.03811398 1.10447402]]",2.0,5864,26.0
859,860,"[[0.2722261  0.83176044]
 [1.3116127  1.69792961]
 [0.13742571 0.78010319]
 [1.57687314 1.91325693]]",2.0,5865,32.0
860,861,"[[0.32646809 0.25479925]
 [1.06993088 1.62616158]
 [0.21566395 0.80343867]
 [1.52025227 1.66078107]]",2.0,5865,32.0
861,862,"[[1.82177536 0.28134363]
 [1.04467036 1.48377626]
 [0.26691251 1.1055516 ]
 [0.72693021 0.44270054]]",2.0,5871,37.0
862,863,"[[1.73027423 1.95466172]
 [0.27753624 0.42450853]
 [0.74919637 0.47120155]
 [1.90351455 1.95194061]]",2.0,5871,12.0
863,864,"[[0.68239845 1.47195851]
 [0.57416211 0.38263366]
 [1.01043506 0.78651238]
 [1.10587812 1.64243113]]",2.0,5872,11.0
864,865,"[[0.59119387 0.27201881]
 [1.87393683 0.38539514]
 [0.08566959 0.22339231]
 [1.20830511 2.02058137]]",2.0,5874,9.0
865,866,"[[0.45509227 1.84377949]
 [0.13746316 1.9227965 ]
 [1.0873141  0.96964036]
 [1.24396975 0.79458975]]",2.0,5875,11.0
866,867,"[[1.11506303 0.86072651]
 [1.12007805 1.70366984]
 [1.92092941 1.37890653]
 [1.88601243 0.46196064]]",2.0,5877,12.0
867,868,"[[0.95854876 0.32615838]
 [1.20292233 0.17818898]
 [1.2713229  0.80798248]
 [0.05835209 1.97103035]]",2.0,5883,8.0
868,869,"[[1.2229406  2.02025146]
 [0.29011053 2.04408093]
 [1.29419899 0.06494001]
 [0.88574246 0.48506959]]",2.0,5883,9.0
869,870,"[[0.53974549 1.34471329]
 [1.07586592 0.85911507]
 [1.42594644 1.10925825]
 [0.65641384 1.30673508]]",2.0,5883,12.0
870,871,"[[0.09543568 1.2554492 ]
 [1.50428635 1.68079584]
 [0.20115906 0.23269245]
 [1.1487299  1.167742  ]]",2.0,5884,13.0
871,872,"[[0.54696531 1.57746145]
 [0.50345026 1.85951403]
 [1.3475609  1.38381647]
 [1.46610097 1.0150462 ]]",2.0,5885,13.0
872,873,"[[0.69423342 0.06121206]
 [0.24159282 0.88732281]
 [1.36869211 1.06334005]
 [0.10854294 1.26592366]]",2.0,5888,11.0
873,874,"[[0.6047332  0.08610952]
 [0.7777668  1.23072781]
 [1.1853773  1.86029819]
 [2.02437791 0.1686694 ]]",2.0,5984,101.0
874,875,"[[0.15929911 0.18008293]
 [0.9284044  0.62689624]
 [1.48451735 1.8190257 ]
 [0.10157237 0.70913081]]",2.0,5986,103.0
875,876,"[[1.10868362 0.99966649]
 [1.27450784 1.03903898]
 [1.60594106 1.54263736]
 [1.05004337 1.38507272]]",2.0,5989,106.0
876,877,"[[1.20170216 0.16084166]
 [1.93345046 1.011251  ]
 [1.9565309  0.76106355]
 [0.0531899  0.13063599]]",2.0,5997,113.0
877,878,"[[1.28725889 1.38692419]
 [0.72831707 1.97769341]
 [1.24742931 0.06939214]
 [0.35011186 0.88100969]]",2.0,6002,114.0
878,879,"[[0.64810467 1.25320084]
 [1.33015795 1.66673192]
 [1.84300258 0.71905694]
 [0.4070343  1.38445602]]",2.0,6009,12.0
879,880,"[[1.09982394 1.51017661]
 [1.61209515 0.19519663]
 [0.65629848 0.33435916]
 [0.88689311 1.60519821]]",2.0,6010,125.0
880,881,"[[0.35551165 1.8499294 ]
 [0.0352087  0.91560805]
 [0.49941271 0.14890726]
 [1.53718546 0.59677861]]",2.0,6010,21.0
881,882,"[[0.99885816 0.13110206]
 [1.51239916 1.00933988]
 [1.83601122 1.64450373]
 [1.12762676 0.68359833]]",2.0,6012,26.0
882,883,"[[1.35487335 1.660469  ]
 [1.25419359 1.56870377]
 [1.05840271 1.28402513]
 [1.67718619 0.22197478]]",2.0,6013,11.0
883,884,"[[1.14104426 1.93881077]
 [0.53448388 0.07252558]
 [1.92058715 1.01198314]
 [0.78702723 1.73164227]]",2.0,6013,29.0
884,885,"[[1.38734121 0.19641022]
 [0.18826282 1.84859527]
 [0.96459614 1.20712024]
 [1.51389795 1.43756201]]",2.0,6036,27.0
885,886,"[[1.17185064 1.50257178]
 [0.75191361 1.41819121]
 [1.11616047 0.30685354]
 [0.85033024 0.22566312]]",2.0,6046,33.0
