number_of_episodes,weight_history,noise_history,number_of_steps,perf_tracker
547,"[[0.95915313 1.5152587 ]
 [1.45734386 1.77210736]
 [2.08810342 2.82829131]
 [1.71672376 2.00320847]]",0.0001,22543,500.0
548,"[[0.95922137 1.51533115]
 [1.45737046 1.77213331]
 [2.08817958 2.8282969 ]
 [1.71673452 2.00330274]]",0.0001,22543,500.0
549,"[[0.95928864 1.51535432]
 [1.45739275 1.77215237]
 [2.08820246 2.8283068 ]
 [1.71677875 2.00335534]]",0.0001,23036,500.0
550,"[[0.95929669 1.51537862]
 [1.45746196 1.77225037]
 [2.08820746 2.82832686]
 [1.71684467 2.00335598]]",0.0001,23038,500.0
551,"[[0.95934214 1.51544525]
 [1.45747047 1.77230579]
 [2.08823081 2.82839657]
 [1.71690513 2.00336579]]",0.0001,23040,500.0
552,"[[0.95937599 1.51546346]
 [1.45749457 1.77239323]
 [2.08828323 2.82840851]
 [1.71697287 2.00338963]]",0.0001,23040,500.0
553,"[[0.95944287 1.51550234]
 [1.45749883 1.77244094]
 [2.0883669  2.8284266 ]
 [1.71698678 2.00344563]]",0.0001,23041,500.0
554,"[[0.9595169  1.51551284]
 [1.45754009 1.77245018]
 [2.08837583 2.82842708]
 [1.71702626 2.00347829]]",0.0001,23041,500.0
555,"[[0.95958288 1.5155249 ]
 [1.45760966 1.77247135]
 [2.08840517 2.82852643]
 [1.71707175 2.00356934]]",0.0001,23041,500.0
556,"[[0.95964464 1.51554024]
 [1.45768078 1.77249169]
 [2.08843291 2.82854966]
 [1.71714577 2.00362191]]",0.0001,23042,500.0
557,"[[0.95966217 1.51562053]
 [1.45769215 1.77250659]
 [2.08848058 2.82856103]
 [1.71718824 2.00364205]]",0.0001,23043,500.0
558,"[[0.95969877 1.51564073]
 [1.45772568 1.77260109]
 [2.08851711 2.82859522]
 [1.71720255 2.00366157]]",0.0001,23043,500.0
559,"[[0.95979388 1.51568595]
 [1.457778   1.77261873]
 [2.08856795 2.82862302]
 [1.71727989 2.00370418]]",0.0001,23536,500.0
560,"[[0.95980323 1.51568607]
 [1.45786973 1.77271692]
 [2.08863483 2.82864014]
 [1.71735076 2.00375554]]",0.0001,23538,500.0
561,"[[0.95984061 1.51571757]
 [1.45792563 1.77278873]
 [2.08863584 2.82868667]
 [1.71739678 2.00381199]]",0.0001,23540,500.0
562,"[[0.95991391 1.51575255]
 [1.4580041  1.77279819]
 [2.08870186 2.82874196]
 [1.71748418 2.00382094]]",0.0001,23540,500.0
563,"[[0.95998652 1.51576293]
 [1.45803522 1.7728032 ]
 [2.08874246 2.82874289]
 [1.71752943 2.00390441]]",0.0001,23541,500.0
564,"[[0.96001158 1.51583285]
 [1.45809479 1.77287084]
 [2.08879425 2.82882734]
 [1.71754176 2.00395442]]",0.0001,23541,500.0
565,"[[0.96002583 1.5159058 ]
 [1.45810502 1.77288298]
 [2.0888763  2.82884471]
 [1.71756121 2.00402776]]",0.0001,23541,500.0
566,"[[0.96007771 1.515909  ]
 [1.45818171 1.7729101 ]
 [2.08887744 2.82889975]
 [1.71762974 2.00412643]]",0.0001,23542,500.0
567,"[[0.96009627 1.51596291]
 [1.45824838 1.77292971]
 [2.08893876 2.82898628]
 [1.71772821 2.00420929]]",0.0001,23543,500.0
568,"[[0.96018393 1.51601438]
 [1.45831036 1.77298661]
 [2.08903034 2.82907482]
 [1.71776761 2.00428178]]",0.0001,23543,500.0
569,"[[0.96018598 1.51603205]
 [1.45833386 1.77301854]
 [2.08912425 2.82915728]
 [1.71780653 2.00428993]]",0.0001,24036,500.0
570,"[[0.96024459 1.51605192]
 [1.45836111 1.77306093]
 [2.08916159 2.82918856]
 [1.71789855 2.00429788]]",0.0001,24038,500.0
571,"[[0.96032064 1.51614586]
 [1.45838233 1.77306636]
 [2.08918708 2.82921829]
 [1.71793878 2.00433939]]",0.0001,24040,500.0
572,"[[0.96039161 1.51617573]
 [1.45844199 1.77310623]
 [2.08921949 2.82925859]
 [1.7180054  2.00441843]]",0.0001,24040,500.0
573,"[[0.960415   1.51618035]
 [1.45850559 1.77312764]
 [2.08931088 2.82926654]
 [1.71801838 2.00443571]]",0.0001,24041,500.0
574,"[[0.96046334 1.51625586]
 [1.45860555 1.77316122]
 [2.08934268 2.82935674]
 [1.71803882 2.00451199]]",0.0001,24041,500.0
575,"[[0.96054565 1.51634958]
 [1.4586725  1.77319669]
 [2.08935924 2.82941004]
 [1.71811234 2.00451942]]",0.0001,24041,500.0
576,"[[0.96057236 1.51639664]
 [1.45871821 1.77323077]
 [2.08938354 2.82943533]
 [1.71814833 2.00459968]]",0.0001,24042,500.0
577,"[[0.96061372 1.51644231]
 [1.45877777 1.77332282]
 [2.08944177 2.82948201]
 [1.71820371 2.00467359]]",0.0001,24043,500.0
578,"[[0.96063791 1.51648033]
 [1.45878748 1.77338114]
 [2.08947459 2.82948784]
 [1.71821068 2.00468179]]",0.0001,24043,500.0
579,"[[0.96065629 1.5165408 ]
 [1.45882109 1.77340117]
 [2.0894828  2.82956297]
 [1.71830788 2.00471525]]",0.0001,24536,500.0
580,"[[0.96073206 1.51660775]
 [1.45882966 1.77346569]
 [2.08956884 2.82958683]
 [1.71835106 2.00479714]]",0.0001,24538,500.0
581,"[[0.96075229 1.51660919]
 [1.45884642 1.77353478]
 [2.08965631 2.82966109]
 [1.71844206 2.00482437]]",0.0001,24540,500.0
582,"[[0.96078198 1.51661816]
 [1.45889214 1.77356961]
 [2.08966693 2.82968198]
 [1.71844812 2.0049132 ]]",0.0001,24540,500.0
583,"[[0.96083158 1.51667801]
 [1.45894463 1.77359565]
 [2.08968794 2.82968528]
 [1.71853213 2.00494503]]",0.0001,24541,500.0
584,"[[0.96090543 1.51673401]
 [1.45899962 1.77367969]
 [2.08973291 2.82972327]
 [1.7185493  2.00499954]]",0.0001,24541,500.0
585,"[[0.9609488  1.51679608]
 [1.45901924 1.77376732]
 [2.08973676 2.82975307]
 [1.7185505  2.00505016]]",0.0001,24541,500.0
586,"[[0.96099612 1.51687075]
 [1.45908764 1.77380832]
 [2.08982017 2.82975348]
 [1.71864258 2.00510729]]",0.0001,24542,500.0
587,"[[0.96107508 1.51695265]
 [1.45910853 1.77381156]
 [2.08984263 2.8297854 ]
 [1.71870433 2.0051077 ]]",0.0001,24543,500.0
588,"[[0.96109411 1.51698606]
 [1.45914013 1.77390114]
 [2.08991195 2.82980156]
 [1.71874285 2.00512055]]",0.0001,24543,500.0
589,"[[0.96110882 1.51702798]
 [1.45915118 1.77395812]
 [2.08993532 2.82990106]
 [1.71878602 2.00517001]]",0.0001,25036,500.0
590,"[[0.96116566 1.51704453]
 [1.45924797 1.77404593]
 [2.09002558 2.82996357]
 [1.71885454 2.00521779]]",0.0001,25038,500.0
591,"[[0.96118828 1.51711156]
 [1.45933923 1.77411213]
 [2.09009717 2.83002823]
 [1.71893913 2.00522969]]",0.0001,25040,500.0
592,"[[0.96126625 1.51712439]
 [1.45938908 1.77418224]
 [2.09019092 2.83003561]
 [1.71895053 2.00526833]]",0.0001,25040,500.0
593,"[[0.96134997 1.5172116 ]
 [1.45939468 1.77427057]
 [2.09027232 2.83007299]
 [1.71903342 2.00535122]]",0.0001,25041,500.0
594,"[[0.96140266 1.51729131]
 [1.45949251 1.77435134]
 [2.09034006 2.8301286 ]
 [1.71906392 2.00544162]]",0.0001,25041,500.0
595,"[[0.96141643 1.51732663]
 [1.45958613 1.77438269]
 [2.09040501 2.83019396]
 [1.71913639 2.00545056]]",0.0001,25041,500.0
596,"[[0.96144238 1.51738897]
 [1.45963584 1.77445917]
 [2.09040694 2.83027126]
 [1.71918714 2.00546041]]",0.0001,25042,500.0
597,"[[0.96153195 1.51746349]
 [1.45969789 1.7744677 ]
 [2.09042876 2.83028626]
 [1.71925343 2.00548126]]",0.0001,25043,500.0
598,"[[0.96154432 1.51750622]
 [1.45973403 1.7744766 ]
 [2.09048232 2.8303782 ]
 [1.71934553 2.00550129]]",0.0001,25043,500.0
599,"[[0.96157089 1.51752795]
 [1.45976848 1.77450263]
 [2.09053545 2.83045805]
 [1.71935397 2.00554897]]",0.0001,25536,500.0
600,"[[0.96162372 1.51758925]
 [1.45980721 1.77454523]
 [2.09061081 2.83053447]
 [1.71935879 2.00564032]]",0.0001,25538,500.0
601,"[[0.96164523 1.51762389]
 [1.45984473 1.77464231]
 [2.09064731 2.83058305]
 [1.71939028 2.00569279]]",0.0001,25540,500.0
602,"[[0.96164869 1.51764917]
 [1.45992027 1.77470984]
 [2.09072049 2.83063856]
 [1.71947009 2.00574409]]",0.0001,25540,500.0
603,"[[0.96169233 1.51772065]
 [1.45995231 1.77479037]
 [2.09077695 2.83066863]
 [1.71948056 2.00579194]]",0.0001,25541,500.0
604,"[[0.9617429  1.5178011 ]
 [1.46001166 1.77486717]
 [2.09084113 2.83071199]
 [1.71948535 2.00588651]]",0.0001,25541,500.0
605,"[[0.9618359  1.51788056]
 [1.46005174 1.77491658]
 [2.09084227 2.83079465]
 [1.7195449  2.00594151]]",0.0001,25541,500.0
606,"[[0.96191828 1.51796511]
 [1.46011753 1.77498411]
 [2.09089907 2.83083058]
 [1.7195887  2.00599653]]",0.0001,25542,500.0
607,"[[0.96200414 1.51806199]
 [1.46012128 1.7750579 ]
 [2.09099536 2.83083152]
 [1.71960291 2.00604052]]",0.0001,25543,500.0
608,"[[0.96202024 1.51815544]
 [1.46012304 1.77513246]
 [2.09100764 2.83092232]
 [1.71967228 2.00611194]]",0.0001,25543,500.0
609,"[[0.96202079 1.51825377]
 [1.46016795 1.77514735]
 [2.09102569 2.83099646]
 [1.71972941 2.00618333]]",0.0001,26036,500.0
610,"[[0.96206614 1.51830354]
 [1.46022955 1.77520891]
 [2.09107052 2.83109411]
 [1.7197582  2.00621637]]",0.0001,26038,500.0
611,"[[0.96216128 1.51838222]
 [1.46026444 1.77528482]
 [2.0911209  2.83113453]
 [1.71980975 2.00622364]]",0.0001,26040,500.0
612,"[[0.962182   1.51845651]
 [1.460286   1.77534474]
 [2.09114414 2.83122821]
 [1.71984719 2.00624879]]",0.0001,26040,500.0
613,"[[0.96226815 1.51849503]
 [1.46030333 1.775384  ]
 [2.09120896 2.83127253]
 [1.71992604 2.00634581]]",0.0001,26041,500.0
614,"[[0.96233068 1.51850131]
 [1.46030938 1.77544592]
 [2.09123406 2.8313574 ]
 [1.7200176  2.00636321]]",0.0001,26041,500.0
615,"[[0.96238356 1.51857789]
 [1.46033599 1.77550184]
 [2.0912972  2.83144102]
 [1.72006074 2.00641512]]",0.0001,26041,500.0
616,"[[0.96238507 1.51859392]
 [1.4603827  1.77551443]
 [2.09139105 2.83147623]
 [1.72006913 2.00643511]]",0.0001,26042,500.0
617,"[[0.96240971 1.51861994]
 [1.4603951  1.77558322]
 [2.09145005 2.83155991]
 [1.72012515 2.00645101]]",0.0001,26043,500.0
618,"[[0.9624121  1.51863621]
 [1.46049091 1.77562957]
 [2.09148653 2.83156788]
 [1.72019024 2.00652316]]",0.0001,26043,500.0
619,"[[0.96247793 1.51863639]
 [1.46053821 1.77571033]
 [2.09149323 2.83157385]
 [1.72019264 2.00652958]]",0.0001,26536,500.0
620,"[[0.96251506 1.51871841]
 [1.46057308 1.7757136 ]
 [2.09157828 2.8315915 ]
 [1.72021576 2.00653726]]",0.0001,26538,500.0
621,"[[0.96259493 1.51876135]
 [1.46064056 1.77576199]
 [2.09161949 2.8316564 ]
 [1.72029617 2.00662415]]",0.0001,26540,500.0
622,"[[0.96267517 1.5188133 ]
 [1.46072144 1.77580551]
 [2.09162813 2.83173862]
 [1.7203799  2.00664156]]",0.0001,26540,500.0
623,"[[0.96268199 1.51888239]
 [1.46080887 1.77583138]
 [2.09169807 2.83175742]
 [1.72040155 2.00670392]]",0.0001,26541,500.0
624,"[[0.96268682 1.51891213]
 [1.4608464  1.77589634]
 [2.09177792 2.83184264]
 [1.7204481  2.00675413]]",0.0001,26541,500.0
625,"[[0.9627426  1.51899594]
 [1.46086668 1.77599302]
 [2.09186736 2.83188704]
 [1.72045206 2.006843  ]]",0.0001,26541,500.0
626,"[[0.96281934 1.51903114]
 [1.46092979 1.77602311]
 [2.09194159 2.83192649]
 [1.72052488 2.00684579]]",0.0001,26542,500.0
627,"[[0.9629018  1.51911771]
 [1.46094206 1.77603096]
 [2.09199066 2.83195556]
 [1.72056794 2.00692106]]",0.0001,26543,500.0
628,"[[0.96293964 1.51920045]
 [1.46102572 1.77611676]
 [2.09203764 2.83196016]
 [1.72061388 2.00701587]]",0.0001,26543,500.0
629,"[[0.96301796 1.51924927]
 [1.46104249 1.77619747]
 [2.09209386 2.83200389]
 [1.72063267 2.00701917]]",0.0001,27036,500.0
630,"[[0.96307615 1.51930852]
 [1.46110368 1.77626756]
 [2.09213364 2.83207173]
 [1.72069244 2.00709441]]",0.0001,27038,500.0
631,"[[0.9631214  1.51931008]
 [1.46111353 1.77636447]
 [2.09214195 2.83209135]
 [1.72075552 2.0071101 ]]",0.0001,27040,500.0
632,"[[0.9631599  1.51939921]
 [1.46113437 1.77641317]
 [2.09216675 2.83215012]
 [1.7207861  2.00714526]]",0.0001,27040,500.0
633,"[[0.96320811 1.51943021]
 [1.46121321 1.77649353]
 [2.09220089 2.83220266]
 [1.72080936 2.00715019]]",0.0001,27041,500.0
634,"[[0.96328163 1.51949056]
 [1.46131153 1.77654594]
 [2.09224855 2.83220765]
 [1.72087625 2.00721764]]",0.0001,27041,500.0
635,"[[0.96337897 1.51956025]
 [1.4613579  1.7765732 ]
 [2.09232758 2.83222466]
 [1.72094692 2.00728976]]",0.0001,27041,500.0
636,"[[0.96339701 1.51957333]
 [1.46140219 1.77657345]
 [2.09237851 2.83224425]
 [1.72099722 2.00732607]]",0.0001,27042,500.0
637,"[[0.96349259 1.51963291]
 [1.46146332 1.7765785 ]
 [2.0924187  2.83226329]
 [1.72106376 2.00740227]]",0.0001,27043,500.0
638,"[[0.96354153 1.51967363]
 [1.46153518 1.77663004]
 [2.09246687 2.83235517]
 [1.72114156 2.0074353 ]]",0.0001,27043,500.0
639,"[[0.96360817 1.51973475]
 [1.46155571 1.77663399]
 [2.0925561  2.83244678]
 [1.72122933 2.00746661]]",0.0001,27536,500.0
640,"[[0.9637037  1.51981788]
 [1.46156336 1.77666896]
 [2.09258931 2.83253582]
 [1.72124486 2.00754646]]",0.0001,27538,500.0
641,"[[0.96374452 1.51991297]
 [1.46161178 1.7767531 ]
 [2.0926347  2.83257855]
 [1.72126624 2.00758241]]",0.0001,27540,500.0
642,"[[0.96383468 1.51995421]
 [1.46169739 1.77681541]
 [2.09266537 2.83266035]
 [1.7213357  2.00764152]]",0.0001,27540,500.0
643,"[[0.9638941  1.5199598 ]
 [1.4617567  1.77681922]
 [2.09271722 2.83271547]
 [1.72138846 2.00772987]]",0.0001,27541,500.0
644,"[[0.96395374 1.51998188]
 [1.46184775 1.77689533]
 [2.09276011 2.83279243]
 [1.72140767 2.00776035]]",0.0001,27541,500.0
645,"[[0.96404367 1.51999866]
 [1.46190549 1.77689726]
 [2.09285644 2.83286632]
 [1.72142226 2.00779398]]",0.0001,27541,500.0
646,"[[0.96408729 1.52009642]
 [1.4619372  1.77690828]
 [2.09290718 2.83294549]
 [1.7214334  2.00787001]]",0.0001,27542,500.0
647,"[[0.96413171 1.52014047]
 [1.46197514 1.77697418]
 [2.09299443 2.832992  ]
 [1.72146791 2.00791795]]",0.0001,27543,500.0
648,"[[0.96413802 1.52016152]
 [1.46204987 1.77705368]
 [2.09307418 2.83304756]
 [1.72149699 2.00794806]]",0.0001,27543,500.0
649,"[[0.96413843 1.52019144]
 [1.46208397 1.7771429 ]
 [2.09310022 2.83310114]
 [1.72151451 2.00802017]]",0.0001,28036,500.0
650,"[[0.96418804 1.52027175]
 [1.46217258 1.77718814]
 [2.09310631 2.83316008]
 [1.72154173 2.00810512]]",0.0001,28038,500.0
651,"[[0.96423275 1.52036992]
 [1.46223691 1.77726995]
 [2.09314886 2.83324461]
 [1.72163543 2.00812799]]",0.0001,28040,500.0
652,"[[0.96432289 1.52038145]
 [1.4622765  1.77727841]
 [2.09318605 2.83334436]
 [1.72169539 2.00816715]]",0.0001,28040,500.0
653,"[[0.96436901 1.52043294]
 [1.46232763 1.7772966 ]
 [2.09319947 2.83334901]
 [1.72178642 2.00820808]]",0.0001,28041,500.0
654,"[[0.96438661 1.52050937]
 [1.46242752 1.77734871]
 [2.09322821 2.83343473]
 [1.72184263 2.0082972 ]]",0.0001,28041,500.0
655,"[[0.96440016 1.520599  ]
 [1.46250667 1.77742491]
 [2.09328489 2.83347448]
 [1.72190888 2.0083888 ]]",0.0001,28041,500.0
656,"[[0.96443406 1.52061401]
 [1.46253617 1.77751236]
 [2.09332828 2.83348033]
 [1.72197076 2.00843705]]",0.0001,28042,500.0
657,"[[0.96453339 1.52067053]
 [1.46253677 1.77760731]
 [2.09336903 2.83348093]
 [1.72201981 2.00844685]]",0.0001,28043,500.0
658,"[[0.96457782 1.52070978]
 [1.46263596 1.77765198]
 [2.0933789  2.83354751]
 [1.72206683 2.00851093]]",0.0001,28043,500.0
659,"[[0.96460433 1.52075737]
 [1.462649   1.77765271]
 [2.09338019 2.83358665]
 [1.72214655 2.00857215]]",0.0001,28536,500.0
660,"[[0.96463261 1.52078242]
 [1.46266121 1.77766646]
 [2.09338301 2.83367433]
 [1.72223393 2.00861951]]",0.0001,28538,500.0
661,"[[0.9646969  1.52083022]
 [1.46267923 1.77771395]
 [2.09346662 2.83371099]
 [1.72231937 2.00871404]]",0.0001,28540,500.0
662,"[[0.96474842 1.52084524]
 [1.46276289 1.77773993]
 [2.09354901 2.83374248]
 [1.72236009 2.00875433]]",0.0001,28540,500.0
663,"[[0.96477711 1.52092579]
 [1.46277158 1.77780458]
 [2.09357185 2.83376253]
 [1.72243681 2.0087877 ]]",0.0001,28541,500.0
664,"[[0.96480589 1.52100583]
 [1.46278397 1.77788649]
 [2.0936064  2.83378205]
 [1.72252299 2.0087964 ]]",0.0001,28541,500.0
665,"[[0.96490121 1.52100912]
 [1.46285628 1.77790279]
 [2.09360906 2.83386619]
 [1.72257922 2.00885492]]",0.0001,28541,500.0
666,"[[0.96496404 1.52108107]
 [1.46287818 1.77795369]
 [2.09362464 2.8338813 ]
 [1.72265671 2.00889815]]",0.0001,28542,500.0
667,"[[0.96503318 1.52116443]
 [1.46290334 1.77800864]
 [2.09366402 2.83390018]
 [1.72268199 2.00896684]]",0.0001,28543,500.0
668,"[[0.96510487 1.52116832]
 [1.4629233  1.77802639]
 [2.09370251 2.83394806]
 [1.72274815 2.00901123]]",0.0001,28543,500.0
669,"[[0.96512946 1.52121153]
 [1.46293816 1.7780669 ]
 [2.09379092 2.83401481]
 [1.7228392  2.00907316]]",0.0001,29036,500.0
670,"[[0.96516151 1.52128689]
 [1.46297457 1.77808426]
 [2.09387491 2.83402345]
 [1.72292606 2.00916249]]",0.0001,29038,500.0
671,"[[0.96523183 1.5213319 ]
 [1.46299626 1.77817226]
 [2.09389414 2.83409606]
 [1.72292997 2.00919694]]",0.0001,29040,500.0
672,"[[0.96527707 1.52142119]
 [1.46303942 1.77819681]
 [2.0939388  2.83418823]
 [1.72299872 2.00927898]]",0.0001,29040,500.0
673,"[[0.96531182 1.52151682]
 [1.46313486 1.77827373]
 [2.09400877 2.83425894]
 [1.72301736 2.00928935]]",0.0001,29041,500.0
674,"[[0.96539369 1.52154175]
 [1.46319103 1.77829295]
 [2.09407829 2.83432301]
 [1.72306076 2.00937318]]",0.0001,29041,500.0
675,"[[0.96546363 1.52158307]
 [1.46319847 1.77830186]
 [2.0940949  2.83435459]
 [1.72307468 2.00946292]]",0.0001,29041,500.0
676,"[[0.96547467 1.52158682]
 [1.46321801 1.77834103]
 [2.09410919 2.83439603]
 [1.72307886 2.00947491]]",0.0001,29042,500.0
677,"[[0.96554939 1.52164556]
 [1.46327711 1.77842748]
 [2.09411687 2.83444609]
 [1.72313155 2.00952412]]",0.0001,29043,500.0
678,"[[0.96561939 1.52166768]
 [1.46335327 1.77846219]
 [2.09418636 2.83445754]
 [1.7232106  2.00957507]]",0.0001,29043,500.0
679,"[[0.96568439 1.52175782]
 [1.46344901 1.77848947]
 [2.09420066 2.83449709]
 [1.72330046 2.00967459]]",0.0001,29536,500.0
680,"[[0.9657818  1.52178981]
 [1.46351653 1.77856215]
 [2.09424698 2.83454801]
 [1.72334869 2.00971595]]",0.0001,29538,500.0
681,"[[0.9657958  1.52179313]
 [1.4635642  1.77861313]
 [2.09424722 2.83458393]
 [1.72344709 2.0097956 ]]",0.0001,29540,500.0
682,"[[0.96587722 1.52180162]
 [1.46358794 1.7786572 ]
 [2.09433036 2.83460199]
 [1.72350509 2.00981857]]",0.0001,29540,500.0
683,"[[0.96591718 1.5218243 ]
 [1.46366734 1.77871877]
 [2.09437479 2.83466051]
 [1.72356408 2.0098787 ]]",0.0001,29541,500.0
684,"[[0.96592654 1.52186089]
 [1.4636958  1.77872009]
 [2.09442061 2.8347086 ]
 [1.72366099 2.00988759]]",0.0001,29541,500.0
685,"[[0.96597165 1.52186466]
 [1.4636985  1.77876644]
 [2.09449067 2.83471253]
 [1.72373616 2.0099183 ]]",0.0001,29541,500.0
686,"[[0.96602921 1.52188401]
 [1.4637591  1.77878431]
 [2.09454563 2.83478689]
 [1.72376676 2.00994494]]",0.0001,29542,500.0
687,"[[0.96603555 1.52191831]
 [1.46383029 1.77885758]
 [2.09462387 2.83481937]
 [1.72384474 2.01004131]]",0.0001,29543,500.0
688,"[[0.96606404 1.52194577]
 [1.46386883 1.77888567]
 [2.09472149 2.83487132]
 [1.72387882 2.01012132]]",0.0001,29543,500.0
689,"[[0.96607834 1.52196192]
 [1.46392294 1.77892375]
 [2.0947518  2.8349518 ]
 [1.72393114 2.01012456]]",0.0001,30036,500.0
690,"[[0.96608653 1.52205218]
 [1.46392848 1.77897908]
 [2.09483147 2.83497   ]
 [1.72399675 2.01018146]]",0.0001,30038,500.0
691,"[[0.96611675 1.52207351]
 [1.46398396 1.77907561]
 [2.09483838 2.83497788]
 [1.72403497 2.01024503]]",0.0001,30040,500.0
692,"[[0.96615738 1.52212164]
 [1.46408337 1.77916592]
 [2.09489047 2.83507031]
 [1.72404556 2.01030757]]",0.0001,30040,500.0
693,"[[0.9662475  1.52215624]
 [1.46409528 1.77924509]
 [2.09497811 2.83508854]
 [1.72410245 2.01034285]]",0.0001,30041,500.0
694,"[[0.96628277 1.52219224]
 [1.46418725 1.77926628]
 [2.09501074 2.83515981]
 [1.72413327 2.01042879]]",0.0001,30041,500.0
695,"[[0.96632984 1.52224122]
 [1.46419606 1.77927146]
 [2.09510109 2.83515992]
 [1.72413897 2.01046605]]",0.0001,30041,500.0
696,"[[0.96639583 1.52231062]
 [1.46425002 1.77928538]
 [2.09510398 2.83523171]
 [1.72415022 2.01047926]]",0.0001,30042,500.0
697,"[[0.96641122 1.52240941]
 [1.46434443 1.77928582]
 [2.09512451 2.83529919]
 [1.72418391 2.01052524]]",0.0001,30043,500.0
698,"[[0.96649945 1.52243436]
 [1.46435857 1.77935413]
 [2.09519234 2.83532428]
 [1.72424508 2.01059272]]",0.0001,30043,500.0
699,"[[0.96652447 1.52246569]
 [1.46441094 1.77939593]
 [2.09521808 2.83537605]
 [1.72433459 2.01061952]]",0.0001,30536,500.0
700,"[[0.96656387 1.52255725]
 [1.46445828 1.77941945]
 [2.09522331 2.83540237]
 [1.72436743 2.01062175]]",0.0001,30538,500.0
701,"[[0.96656497 1.52259996]
 [1.46448382 1.77950066]
 [2.09531233 2.83549052]
 [1.72443412 2.01070037]]",0.0001,30540,500.0
702,"[[0.96658775 1.52269491]
 [1.46455007 1.77957984]
 [2.09540268 2.83555927]
 [1.72449314 2.01079175]]",0.0001,30540,500.0
703,"[[0.96659671 1.52277694]
 [1.46456011 1.77958517]
 [2.09549103 2.83561462]
 [1.72450375 2.01080667]]",0.0001,30541,500.0
704,"[[0.96660504 1.52283717]
 [1.46463784 1.77967417]
 [2.09558769 2.83570657]
 [1.72458898 2.01087683]]",0.0001,30541,500.0
705,"[[0.96669243 1.52287203]
 [1.46463989 1.77973631]
 [2.09565239 2.83577857]
 [1.72458987 2.01089877]]",0.0001,30541,500.0
706,"[[0.96676043 1.52288495]
 [1.46471025 1.77975828]
 [2.09567255 2.83578649]
 [1.72465639 2.01098223]]",0.0001,30542,500.0
707,"[[0.96682504 1.52297956]
 [1.46474236 1.77981964]
 [2.09567641 2.83582572]
 [1.72470052 2.01107433]]",0.0001,30543,500.0
708,"[[0.96683954 1.52303375]
 [1.46475191 1.77985628]
 [2.09572104 2.83591033]
 [1.72475669 2.01110847]]",0.0001,30543,500.0
709,"[[0.96685709 1.52305733]
 [1.46475886 1.77992684]
 [2.09580059 2.83594723]
 [1.72479622 2.01119804]]",0.0001,31036,500.0
710,"[[0.9668959  1.52312954]
 [1.4647632  1.78002344]
 [2.09585735 2.83603264]
 [1.72481172 2.01128405]]",0.0001,31038,500.0
711,"[[0.96692574 1.52321549]
 [1.46481525 1.78009494]
 [2.09587763 2.83607349]
 [1.72486871 2.01136421]]",0.0001,31040,500.0
712,"[[0.96695925 1.52327713]
 [1.4648542  1.78016944]
 [2.0959307  2.83613718]
 [1.72496558 2.01142323]]",0.0001,31040,500.0
713,"[[0.96697044 1.52328366]
 [1.46491455 1.78017694]
 [2.09601604 2.83618574]
 [1.72504237 2.01149799]]",0.0001,31041,500.0
714,"[[0.96703655 1.52336931]
 [1.46492545 1.78021255]
 [2.09604196 2.83626041]
 [1.72505789 2.01155726]]",0.0001,31041,500.0
715,"[[0.96707141 1.52337355]
 [1.46495767 1.78027512]
 [2.09612155 2.83635485]
 [1.72511379 2.01157517]]",0.0001,31041,500.0
716,"[[0.96710775 1.5233937 ]
 [1.46499988 1.78028879]
 [2.09617353 2.83645191]
 [1.72511988 2.01163372]]",0.0001,31042,500.0
717,"[[0.96718518 1.52344873]
 [1.46502906 1.78028992]
 [2.09622356 2.83653468]
 [1.72517906 2.01164447]]",0.0001,31043,500.0
718,"[[0.96725567 1.52351537]
 [1.46512643 1.780371  ]
 [2.09632126 2.83656808]
 [1.72527708 2.01168206]]",0.0001,31043,500.0
719,"[[0.96727429 1.52356887]
 [1.4652249  1.78037192]
 [2.09637411 2.83666389]
 [1.72530445 2.01169937]]",0.0001,31536,500.0
720,"[[0.96727696 1.52364654]
 [1.4652416  1.78045011]
 [2.09644797 2.83673865]
 [1.72537585 2.01179079]]",0.0001,31538,500.0
721,"[[0.96735492 1.52369875]
 [1.46526309 1.7804803 ]
 [2.09653549 2.83682112]
 [1.72540881 2.01179936]]",0.0001,31540,500.0
722,"[[0.96741329 1.52379661]
 [1.46528304 1.78050556]
 [2.09655472 2.83691299]
 [1.7254225  2.01182373]]",0.0001,31540,500.0
723,"[[0.96747422 1.52385137]
 [1.46537019 1.78058615]
 [2.09663252 2.83700722]
 [1.72548572 2.011915  ]]",0.0001,31541,500.0
724,"[[0.96751001 1.52394862]
 [1.46537847 1.78061996]
 [2.09667217 2.83705183]
 [1.72557963 2.01197884]]",0.0001,31541,500.0
725,"[[0.9675636  1.52400974]
 [1.46542754 1.78066923]
 [2.09668521 2.83708304]
 [1.72559796 2.01199108]]",0.0001,31541,500.0
726,"[[0.96763395 1.52410147]
 [1.46551639 1.78071308]
 [2.09670756 2.83716786]
 [1.72569047 2.01203723]]",0.0001,31542,500.0
727,"[[0.96766848 1.52413002]
 [1.46555407 1.78077717]
 [2.09674288 2.83718734]
 [1.72574451 2.01204837]]",0.0001,31543,500.0
728,"[[0.96770288 1.52413825]
 [1.46563737 1.78082804]
 [2.09674546 2.83726313]
 [1.72576643 2.01205004]]",0.0001,31543,500.0
